"feature"	"enrich_group"	"ef_lda"	"pvalue"	"padj"
"e94a9da4bdf2d1d6fd8b6216ea53a5ab"	"AD"	4.80480295519219	0.00841467748920116	0.00841467748920116
"42690539aa399c812b99bc18ad34b6b7"	"AD"	4.17976458698882	0.0141809750983641	0.0141809750983641
"74b35ae658465e7512c2b61f7906c907"	"AD"	4.05462891497556	0.0102058384882961	0.0102058384882961
"7e3d9240b698c6bf8fc56676d35a7151"	"AD"	3.44484007258229	0.0474084801054863	0.0474084801054863
"3566069e568a445eac1cc7eb548f79f2"	"AD"	3.41525913710534	0.0116068043154628	0.0116068043154628
"a6bde860f1975c36c1c92f76851a0c6c"	"AD"	3.34004345074102	0.0256218198135161	0.0256218198135161
"e3a1ce78be71c193d48a59ac3788a6fc"	"AD"	3.12041246968851	0.0474084801054863	0.0474084801054863
"0eebf22536faa70d10968eb4972b2736"	"AD"	3.11898637609465	0.00256810857211279	0.00256810857211279
"03827d6322ebbc35fd780b2d59d01775"	"AD"	3.04145391362528	0.0345016487490504	0.0345016487490504
"d47c3e0c088f9573cf1fef5c3a32b048"	"AD"	2.98922689864798	0.016161211769924	0.016161211769924
"2338e16dcfef0e1b5cb27da81fe59664"	"AP"	4.16933725844226	0.0343243306992939	0.0343243306992939
"6effbd2be9f793ea5295f877770c51ed"	"AP"	3.95375208036225	0.0105824985878811	0.0105824985878811
"96f1df5356b17e2d4b6eefc878357fcb"	"AP"	3.86113352795843	0.0166092394804961	0.0166092394804961
"d2db856518fd766a454c3e2f8e8679f0"	"AP"	3.85839393807888	0.0309204186776434	0.0309204186776434
"ac1a97cb6ef73c044b75b06c16c343bc"	"AP"	3.72867726348287	0.0312553493486624	0.0312553493486624
"462b8f1780130500d37b2256e177b1e4"	"AP"	3.49589384352089	0.0392713924298791	0.0392713924298791
"531ab4c63ec669ee00972774562309de"	"AP"	3.44889225332579	0.0388781465860113	0.0388781465860113
"9c27410265c4c0f8558f6d01a3282755"	"AP"	3.3975415964947	0.0353315552697601	0.0353315552697601
"683aada938c65b71b6f281012d0d257b"	"AP"	3.38042207447136	0.0381494029913886	0.0381494029913886
"b529c8dda4b277b828ebe9b9bdc087bb"	"AP"	3.31200214047397	0.00179578316318033	0.00179578316318033
"38ed7202efb87e3468f28422c76f6a86"	"AP"	3.28985505555746	0.016112627684556	0.016112627684556
"b029c3969abc11b1fc37e198e5cd264e"	"AP"	3.20089986059098	0.0218877456483195	0.0218877456483195
"806700bc9b7d560422f7c164b3bd8e6d"	"AP"	3.08280070070336	0.0206265767774765	0.0206265767774765
"dcd1ed4e7a5785653cfca1c50cc62cf2"	"AP"	3.01101580163313	0.025201128572887	0.025201128572887
"bc870ddc91fc262ea74d6247a1d07076"	"AP"	2.9024770124156	0.0462835584105868	0.0462835584105868
"0debac7bda0e8a1808ee18f1fa0fff95"	"AP"	2.82189113125035	0.0345016487490504	0.0345016487490504
"98fcc7e4135d41152d2db711de5c1255"	"AP"	2.77570015532522	0.0191848818709203	0.0191848818709203
"c1a63e2da7ca4e2a04fed8822dee335b"	"AP"	2.67502809239019	0.0403229475714369	0.0403229475714369
"dee5f395664a71de3c2c34c4bfff411a"	"AP"	2.63813341281432	0.0345016487490504	0.0345016487490504
"e1d098412c88700cbd3c119e7c62f2ca"	"AP"	2.60852610783251	0.00854297548517708	0.00854297548517708
"8146deefacadef2055916d06c19a3abd"	"AP"	2.49678647992091	0.0345016487490504	0.0345016487490504
"694f413b53b76692d2bf1cd02091399c"	"CON"	4.64834915862326	0.0319224918348958	0.0319224918348958
"a25f3714d9c6e1182774b9f1708c264b"	"CON"	4.35218469602656	0.017127624139044	0.017127624139044
"db24050d1b1c55d82cc94544698c3670"	"CON"	3.72614857846233	0.0201126668143062	0.0201126668143062
"c625a1db96ab91c4bc591c0964ad2e53"	"CON"	3.6177043090842	0.0296873136001261	0.0296873136001261
"1be897ba1ae9fde0a82ba4d0c71f159b"	"CON"	3.41872830532737	0.0104937124637679	0.0104937124637679
"cb7b937fdccf682f018b57aa6b9d92b2"	"CON"	3.278955645384	0.0345016487490504	0.0345016487490504
"5ed5a1891a09adf426bf256d58494dc8"	"CON"	3.17149455956901	0.0491053537093831	0.0491053537093831
"593d065c43a666a4107f3b14d3181bfe"	"CON"	3.01532967217386	0.0345016487490504	0.0345016487490504
"5201655aa9cf2f7ace465410a878f312"	"CON"	2.93885175748391	0.0119598230977782	0.0119598230977782
"5e61e1707fb2129594d211ba454470e4"	"CON"	2.91566665522196	0.0345016487490504	0.0345016487490504
"939ebd9bd7a6eae4062b93537a84c65d"	"CON"	2.88434273218426	0.00854297548517708	0.00854297548517708
"fb07aa62419f07119874d68515a83da1"	"CON"	2.86668252883453	0.0345016487490504	0.0345016487490504
"97ccb7279e702b364b30af7401d483ef"	"CON"	2.83698446402301	0.00854297548517708	0.00854297548517708
"acc18bd166c367b52d66b8300fe75431"	"CON"	2.70085156205833	0.0345016487490504	0.0345016487490504
"2b036c10ab6b64e84b22b84711aef6ef"	"CON"	2.66672082301766	0.0206265767774765	0.0206265767774765
"b9b10828ba7f31fb7ff57afdcdcb097a"	"CON"	2.65554750344587	0.0345016487490504	0.0345016487490504
"5c33db7c460ec1200192e97fda0dbb2e"	"CON"	2.53464711467007	0.0258430450595841	0.0258430450595841
"c129a59d5e98f814e0d02634b04f88d2"	"CON"	2.39411874061053	0.0345016487490504	0.0345016487490504
"ce186b1b765739648883b5233c15b2bc"	"CON"	2.37871280239535	0.0345016487490504	0.0345016487490504
